10.048771858215332,0.06,1.44
12.56392502784729,3.74,86.04
15.077203512191772,4.96,114.12
17.58999490737915,0.06,1.44
20.10460901260376,4.97,114.48
22.619009256362915,0.06,1.44
25.132174491882324,4.96,114.12
27.648508548736572,0.06,1.44
30.161187171936035,4.97,114.48
32.67310643196106,0.06,1.44
35.19463586807251,4.96,114.12
37.70795154571533,0.06,1.44
40.221174001693726,4.97,114.48
42.736708879470825,0.06,1.44
45.25161027908325,4.96,114.12
47.76396298408508,0.06,1.44
50.27758550643921,4.96,114.12
52.790597677230835,0.06,1.44
55.303629875183105,4.97,114.48
57.816184997558594,0.06,1.44
60.329755544662476,3.66,84.24
62.844083070755005,4.96,114.12
65.35766792297363,0.06,1.44
67.86918926239014,4.95,114.12
70.38016986846924,0.06,1.44
72.89370799064636,4.95,114.12
75.40553188323975,0.07,1.44
77.91815686225891,3.53,81.36
80.42989325523376,4.97,114.48
82.94294309616089,0.06,1.44
85.4557409286499,4.95,114.12
87.96713161468506,0.06,1.44
90.47903800010681,4.97,114.48
92.99224615097046,0.06,1.44
95.50524568557739,4.96,114.12
98.01820755004883,0.06,1.44
100.53142642974854,3.64,83.88
103.04457473754883,4.96,114.12
105.55840921401978,0.06,1.44
108.07134747505188,4.97,114.48
110.58304214477539,0.0,-0.0
113.09306216239929,4.97,114.48
115.60665035247803,0.06,1.44
118.1211850643158,4.97,114.48
120.63418340682983,0.04,0.72
123.14697742462158,4.97,114.48
125.66004300117493,0.06,1.44
128.17311024665833,4.96,114.12
130.68589568138123,0.07,1.44
133.197518825531,4.96,114.12
135.7103886604309,0.06,1.44
138.22326374053955,4.94,113.76
140.7353367805481,0.07,1.44
143.2484486103058,4.96,114.12
145.76865673065186,0.06,1.44
148.28088760375977,4.97,114.48
150.80013704299927,0.06,1.44
153.31406807899475,4.93,113.76
155.82692861557007,0.06,1.44
158.33896613121033,4.96,114.12
160.85230469703674,0.06,1.44
163.36638855934143,4.97,114.48
165.87989902496338,0.06,1.44
168.39314103126526,4.94,113.76
170.90673565864563,0.06,1.44
173.4224934577942,4.96,114.12
175.93489289283752,0.06,1.44
178.44815492630005,4.96,114.12
180.96103477478027,0.06,1.44
