7.867813110351562e-06,1.94,44.28
2.510530471801758,4.96,104.76
5.02333664894104,2.71,57.24
7.536015033721924,4.97,105.12
10.0474214553833,2.53,105.12
12.0653657913208,1.83,41.76
14.577361345291138,4.96,104.76
17.091508865356445,2.89,60.84
19.60309362411499,4.96,104.76
22.116122484207153,2.73,57.6
24.63046169281006,4.95,104.4
27.143956422805786,3.19,67.32
29.657369136810303,4.97,105.12
32.171250343322754,2.96,62.28
34.7027530670166,4.94,104.4
37.21675705909729,4.92,104.04
39.73015236854553,4.94,104.4
42.243279218673706,4.95,104.4
44.754706621170044,4.96,104.76
47.26785206794739,4.93,104.04
49.78137922286987,4.96,104.76
52.29286074638367,4.93,104.04
54.80609607696533,4.95,104.4
57.31963062286377,4.94,104.4
59.833927631378174,4.69,99.0
62.34719634056091,4.94,104.4
64.86033749580383,4.69,99.0
67.37147450447083,4.48,94.68
69.88324642181396,4.97,105.12
72.39599704742432,4.32,91.08
74.90884208679199,4.97,105.12
